law_id,law_name,article_no,article_title,article_text_head
eccfbe7d-42eb-4fce-ba86-1c40f1839748,가스누설경보기의 화재안전기술기준(NFTC 206),1,1.2.2 이 기준에 적합한 경우에는 법 제2조제1항제6호나목에 따라 「가스누설경보기의 화재안전성능기준(NFPC 206)」을 충족하는 것으로 본다.,1.2.2 이 기준에 적합한 경우에는 법 제2조제1항제6호나목에 따라 「가스누설경보기의 화재안전성능기준(NFPC 206)」을 충족하는 것으로 본다. 
eccfbe7d-42eb-4fce-ba86-1c40f1839748,가스누설경보기의 화재안전기술기준(NFTC 206),1,"1.1.1 이 기준은 「소방시설 설치 및 관리에 관한 법률 시행령」(이하 ""영""이라 한다) 별표 4 제2호차목에 따른 가스누설경보기의 설치 및 관리에 대해 적용한다. 다만, 「액화석유가스의 안전관리 및 사업법」 및 「도시가스 사업법」에 따른 가스누출자동차단장치 또는 가스누출경보기 설치대상으로서 「액화석유가스의 안전관리 및 사업법」 및 「도시가스 사업법」에 적합하게 설치한 경우에는 이 기준에 적합한 것으로 본다.","1.1.1 이 기준은 「소방시설 설치 및 관리에 관한 법률 시행령」(이하 ""영""이라 한다) 별표 4 제2호차목에 따른 가스누설경보기의 설치 및 관리에 대해 적용한다. 다만, 「액화석유가스의 안전관리 및 사업법」 및 「도시가스 사업법」에 따른 가스누출자동차단장치 또는 가스누출경보기 설치대상으로서 「액화석유가스의 안전관리 및 사업법」 및 「도시가스 사업법」에 적합하게 설치한 경우에는 이 기준에 적합한 것으로 본다. "
eccfbe7d-42eb-4fce-ba86-1c40f1839748,가스누설경보기의 화재안전기술기준(NFTC 206),1,1.5.1 이 기준 시행 전에 건축허가 등의 신청 또는 신고를 하거나 소방시설공사의 착공신고를 한 특정소방대상물에 대해서는 종전의 「가스누설경보기의 화재안전기준(NFSC 206)」에 따른다.,1.5.1 이 기준 시행 전에 건축허가 등의 신청 또는 신고를 하거나 소방시설공사의 착공신고를 한 특정소방대상물에 대해서는 종전의 「가스누설경보기의 화재안전기준(NFSC 206)」에 따른다. 
eccfbe7d-42eb-4fce-ba86-1c40f1839748,가스누설경보기의 화재안전기술기준(NFTC 206),1,1.5 경과조치,1.5 경과조치 
eccfbe7d-42eb-4fce-ba86-1c40f1839748,가스누설경보기의 화재안전기술기준(NFTC 206),1,1.4 기준의 특례,1.4 기준의 특례 
eccfbe7d-42eb-4fce-ba86-1c40f1839748,가스누설경보기의 화재안전기술기준(NFTC 206),1,1.6 다른 법령과의 관계,1.6 다른 법령과의 관계 
eccfbe7d-42eb-4fce-ba86-1c40f1839748,가스누설경보기의 화재안전기술기준(NFTC 206),1,1. 일반사항,1. 일반사항 
eccfbe7d-42eb-4fce-ba86-1c40f1839748,가스누설경보기의 화재안전기술기준(NFTC 206),1,"1.2.1 이 기준은 「소방시설 설치 및 관리에 관한 법률」(이하 ""법""이라 한다) 제2조제1항제6호나목에 따라 경보설비인 가스누설경보기의 기술기준으로서의 효력을 가진다.","1.2.1 이 기준은 「소방시설 설치 및 관리에 관한 법률」(이하 ""법""이라 한다) 제2조제1항제6호나목에 따라 경보설비인 가스누설경보기의 기술기준으로서의 효력을 가진다. "
eccfbe7d-42eb-4fce-ba86-1c40f1839748,가스누설경보기의 화재안전기술기준(NFTC 206),1,1.3 기준의 시행,1.3 기준의 시행 
eccfbe7d-42eb-4fce-ba86-1c40f1839748,가스누설경보기의 화재안전기술기준(NFTC 206),1,1.2 기준의 효력,1.2 기준의 효력 
eccfbe7d-42eb-4fce-ba86-1c40f1839748,가스누설경보기의 화재안전기술기준(NFTC 206),1,1.1 적용범위,1.1 적용범위 
eccfbe7d-42eb-4fce-ba86-1c40f1839748,가스누설경보기의 화재안전기술기준(NFTC 206),1,"1.7.1.5 ""분리형""이란 탐지부와 수신부가 분리되어 있는 형태의 경보기를 말한다.","1.7.1.5 ""분리형""이란 탐지부와 수신부가 분리되어 있는 형태의 경보기를 말한다. "
eccfbe7d-42eb-4fce-ba86-1c40f1839748,가스누설경보기의 화재안전기술기준(NFTC 206),1,1.6.1 이 기준 시행 당시 다른 법령 또는 행정규칙 등에서 종전의 화재안전기준을 인용한 경우에 이 기준 가운데 그에 해당하는 규정이 있는 경우에는 종전의 규정에 갈음하여 이 기준의 해당 규정을 인용한 것으로 본다.,1.6.1 이 기준 시행 당시 다른 법령 또는 행정규칙 등에서 종전의 화재안전기준을 인용한 경우에 이 기준 가운데 그에 해당하는 규정이 있는 경우에는 종전의 규정에 갈음하여 이 기준의 해당 규정을 인용한 것으로 본다. 
