law_id,law_name,article_no,article_title,article_text
4673f586-c098-4ca6-af62-a2dc9ce23797,건설기계 안전기준에 관한 규칙,9,앵글량 및 틸트량 변환장치 등,"제9조(앵글량 및 틸트량 변환장치 등)
[①] ① 불도저의 앵글량 및 틸트량 변환장치는 그 조작 방법이 쉬어야 한다.
[②] ② 배토판은 균열 및 만곡(굽음) 등 심하게 변형된 부위가 없어야 한다. <개정 2021.8.27>"
4673f586-c098-4ca6-af62-a2dc9ce23797,건설기계 안전기준에 관한 규칙,9,후방윈치,"제9조의2(후방윈치) 불도저의 본체에 후방윈치를 설치하는 경우에는 다음 각 호의 기준에 맞아야 한다.
  [1.] 1.  로프 최대 견인력의 2배를 견딜 수 있을 것
  [2.] 2.  조종장치는 조종실 내에 위치할 것
  [3.] 3.  최소 반경이 6밀리미터, 최대 구멍의 크기가 45밀리미터× 45밀리미터로 짜여진 쇠 그물망 구조 또는 이와 비슷한 수준의 조종사 보호장치를 조종석과 윈치 사이에 설치할 것. 이 경우 보호장치의 크기는 조종실에 캡이 설치된 경우에는 뒷쪽 창문 크기 이상, 조종실에 캡이 설치되지 않은 경우에는 조종사의 후부를 보호할 수 있는 크기로 할 것"
4673f586-c098-4ca6-af62-a2dc9ce23797,건설기계 안전기준에 관한 규칙,9,리퍼,"제9조의3(리퍼)
[①] ① 리퍼 실린더는 리퍼조작을 원활하게 할 수 있는 구조이어야 한다.
[②] ② 리퍼 투스(Tooth)는 암석을 파쇄할 수 있는 충분한 강도를 유지하여야 한다.
[③] ③ 리퍼 생크(Shank)는 투스를 고정할 수 있어야 하며 차체에 견고하게 고정되어야 한다."
4673f586-c098-4ca6-af62-a2dc9ce23797,건설기계 안전기준에 관한 규칙,10,,제2절 굴착기 <개정 2020.7.31>
4673f586-c098-4ca6-af62-a2dc9ce23797,건설기계 안전기준에 관한 규칙,10,등판능력 및 제동능력,"제10조(등판능력 및 제동능력) 굴착기는 100분의 25(무한궤도식 굴착기는 100분의 30을 말한다) 기울기의 견고한 건조 지면을 올라갈 수 있고, 정지상태를 유지할 수 있는 제동장치 및 제동장금장치를 갖추어야 한다. <개정 2013.5.27, 2018.6.1, 2020.7.31>"
4673f586-c098-4ca6-af62-a2dc9ce23797,건설기계 안전기준에 관한 규칙,11,,제11조 삭제 <2020.7.31>
4673f586-c098-4ca6-af62-a2dc9ce23797,건설기계 안전기준에 관한 규칙,12,굴착기의 디퍼 등,"제12조(굴착기의 디퍼 등) 굴착기의 디퍼 및 크람셀 버킷은 균열이나 손상된 곳이 없어야 하고, 디퍼도어는 원활하게 개폐되어야 한다. <개정 2020.7.31>"
4673f586-c098-4ca6-af62-a2dc9ce23797,건설기계 안전기준에 관한 규칙,12,굴착잠금장치,"제12조의2(굴착잠금장치) 굴착기의 굴착잠금장치는 굴착 작업 중 차체 이동을 방지할 수 있어야 하고, 굴착 반발력에 대응할 수 있는 잠금장치 또는 브레이크의 기능을 가진 구조여야 하며, 주행 제동장치로서 이를 겸용할 수 있다. <개정 2020.7.31>"
4673f586-c098-4ca6-af62-a2dc9ce23797,건설기계 안전기준에 관한 규칙,12,굴착기의 붐과 암,"제12조의3(굴착기의 붐과 암)
[①] ① 굴착기의 붐(boom)은 상부선회체의 앞쪽에 연결핀으로 설치되어 암 및 버킷 등을 지지하고 굴착시의 충격에 견딜 수 있도록 균열, 만곡 및 절단된 곳이 없어야 한다. <개정 2020.7.31, 2021.8.27>
[②] ② 굴착기의 암은 버킷과 붐을 연결하는 구조로 굴착시의 충격에 견딜수 있어야 한다. <개정 2020.7.31>"
4673f586-c098-4ca6-af62-a2dc9ce23797,건설기계 안전기준에 관한 규칙,12,좌우의 안정도,제12조의4(좌우의 안정도) 타이어식 굴착기는 견고한 땅 위에서 자체중량 상태로 좌우로 25도까지 기울여도 넘어지지 않는 구조이어야 한다. 이 경우 굴착기의 자세는 주행자세로 한다. <개정 2020.7.31>
4673f586-c098-4ca6-af62-a2dc9ce23797,건설기계 안전기준에 관한 규칙,12,버킷 기울기의 변화량,제12조의5(버킷 기울기의 변화량) 굴착기는 최대작업반경 상태에서 버킷 끝단의 기울기의 변화량이 10분당 5도 이내 이어야 한다. <개정 2020.7.31>
4673f586-c098-4ca6-af62-a2dc9ce23797,건설기계 안전기준에 관한 규칙,12,조종사 보호구조,"제12조의6(조종사 보호구조)
[①] ① 캡이 설치된 굴착기의 조종실은 다음 각 호의 기준에 적합한 조종사 보호구조여야 한다. <개정 2020.7.31>
  [1.] 1.  운전중량 1,500킬로그램을 초과하는 굴착기는 위쪽 또는 앞쪽에서 접근하는 물체로부터 조종사를 보호하는 가드를 설치할 수 있는 구조일 것
  [2.] 2.  운전중량 1,500킬로그램 초과, 6,000킬로그램 이하인 굴착기는 전도시에 좌석안전띠를 착용한 상태의 조종사를 보호하기 위하여 전도보호구조를 설치할 것
  [3.] 3.  굴착기에 전복보호구조를 설치하는 경우에는 전복보호구조의 시험방법 및 기준에 적합할 것
[②] ② 제1항 각 호에 따른 구조의 시험방법 및 기준은 별표 2와 같다.
[③] ③ 제작자등은 조종사 보호구조에 관한 정보를 제공하기 위해 쉽게 읽을 수 있는 위치에 영구적인 방법으로 라벨을 부착하여야 한다."
4673f586-c098-4ca6-af62-a2dc9ce23797,건설기계 안전기준에 관한 규칙,12,선회주차브레이크,"제12조의7(선회주차브레이크)
[①] ① 굴착기는 선회할 때 작업의 안전을 위해 선회주차브레이크를 설치해야 한다. <개정 2020.7.31>
[②] ② 선회주차브레이크는 선회조작이 중립에 위치할 때 자동으로 제동되어야 하며, 엔진이 가동되는 상태나 정지된 상태에서도 제동기능을 유지하여야 한다."
4673f586-c098-4ca6-af62-a2dc9ce23797,건설기계 안전기준에 관한 규칙,12,센터조인트,"제12조의8(센터조인트) 굴착기의 센터조인트는 회전부 중심에 설치하며, 상부 및 하부의 유압기기가 선회 중에도 송유(送油) 가능한 구조로서, 굴착 작업을 할 때 발생하는 하중 및 유압의 변동에 대하여 견딜 수 있는 구조여야 한다. <개정 2020.7.31>"
4673f586-c098-4ca6-af62-a2dc9ce23797,건설기계 안전기준에 관한 규칙,12,퀵커플러,"제12조의9(퀵커플러) 굴착기 버킷의 결합 및 분리를 신속하게 할 수 있는 퀵커플러를 설치하는 경우에는 다음 각 호의 기준에 적합해야 한다. <개정 2020.7.31>
  [1.] 1.  버킷 잠금장치는 이중 잠금으로 할 것
  [2.] 2.  유압잠금장치가 해제된 경우 조종사가 알 수 있을 정도로 충분한 크기의 경고음이 발생되는 장치를 설치할 것
  [3.] 3.  퀵커플러에 과전류가 발생할 때 전원을 차단할 수 있어야 하며, 작동스위치는 조종사의 조작에 의해서만 작동되는 구조일 것"
4673f586-c098-4ca6-af62-a2dc9ce23797,건설기계 안전기준에 관한 규칙,13,,제3절 로더
4673f586-c098-4ca6-af62-a2dc9ce23797,건설기계 안전기준에 관한 규칙,13,로더의 기준부하상태 등,"제13조(로더의 기준부하상태 등)
[①] ① ""로더의 기준부하상태""란 로더의 버킷에 한국산업표준에 따른 비중의 토사를 산적한 상태에서 버킷을 가장 안쪽으로 기울이고 버킷의 밑면을 로더의 최저지상고까지 올린 상태를 말한다. <개정 2009.10.21>
[②] ② ""로더의 기준무부하상태""란 하중이 가해지지 아니한 버킷을 가장 안쪽으로 기울이고 버킷의 밑면을 로더의 최저지상고까지 올린 상태를 말한다."
4673f586-c098-4ca6-af62-a2dc9ce23797,건설기계 안전기준에 관한 규칙,14,로더의 전경각 및 후경각,"제14조(로더의 전경각 및 후경각)
[①] ①""로더의 전경각""이란 버킷을 가장 높이 올린 상태에서 버킷만을 가장 아래쪽으로 기울였을 때 버킷의 가장 넓은 바닥면이 수평면과 이루는 각도를 말하고, ""로더의 후경각""이란 버킷의 가장 넓은 바닥면을 지면에 닿게 한 후 버킷만을 가장 안쪽으로 기울였을 때 버킷의 가장 넓은 바닥면이 지면과 이루는 각도를 말하며, 이를 예시하면 다음과 같다.
				
				  <img src=""http://www.law.go.kr/flDownload.do?flSeq=12865668""  alt=""img12865668"" >
				
				    (예시)
				
				</img>
[②] ② 로더의 전경각은 45도 이상, 후경각은 35도 이상이어야 한다. 다만, 출입문이 전방에 설치된 로더의 전경각은 35도 이상, 후경각은 25도 이상이어야 하고, 버킷에 적재물배출장치(이젝터)를 설치한 경우에는 전경각 기준은 적용하지 아니한다. <개정 2013.5.27>
[③] ③ 삭제 <2013.5.27>"
4673f586-c098-4ca6-af62-a2dc9ce23797,건설기계 안전기준에 관한 규칙,15,안정도,"제15조(안정도)
[①] ① 타이어식 로더는 다음 각 호에 해당하는 지면에서 중심선이 지면의 기울어진 방향과 평행할 경우 앞이나 뒤로 넘어지지 아니하여야 한다. <개정 2018.6.1>
  [1.] 1.  로더의 기준부하상태인 경우 기울기가 100분의 15인 지면
  [2.] 2.  로더의 기준무부하상태인 경우 기울기가 100분의 30인 지면
[②] ② 타이어식 로더는 다음 각 호에 해당하는 지면에서 중심선이 지면의 기울어진 방향과 직각으로 교차할 경우 옆으로 넘어지지 아니하여야 한다. <개정 2018.6.1>
  [1.] 1.  로더의 기준부하상태에서 버킷만을 최고로 올린 상태인 경우 기울기가 100분의 20인 지면
  [2.] 2.  로더의 기준무부하상태인 경우 기울기가 100분의 60인 지면"
4673f586-c098-4ca6-af62-a2dc9ce23797,건설기계 안전기준에 관한 규칙,16,제동능력,"제16조(제동능력) 타이어식 로더는 다음 각 호에 해당하는 평탄하고 견고한 건조지면에서 정지상태를 유지할 수 있어야 한다. <개정 2018.6.1>
  [1.] 1.  로더의 기준부하상태인 경우 기울기가 100분의 15인 지면
  [2.] 2.  로더의 기준무부하상태인 경우 기울기가 100분의 20인 지면"
